"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"Nov., 2018"	"2018/11"	444	Not Applicable	Not Applicable
	"Florida"	"12"	"Dec., 2018"	"2018/12"	432	Not Applicable	Not Applicable
	"Florida"	"12"	"Jan., 2019"	"2019/01"	432	Not Applicable	Not Applicable
	"Florida"	"12"	"Feb., 2019"	"2019/02"	397	Not Applicable	Not Applicable
	"Florida"	"12"	"Mar., 2019"	"2019/03"	404	Not Applicable	Not Applicable
	"Florida"	"12"	"Apr., 2019"	"2019/04"	453	Not Applicable	Not Applicable
	"Florida"	"12"	"May, 2019"	"2019/05"	411	Not Applicable	Not Applicable
	"Florida"	"12"	"Jun., 2019"	"2019/06"	479	Not Applicable	Not Applicable
	"Florida"	"12"	"Jul., 2019"	"2019/07"	479	Not Applicable	Not Applicable
	"Florida"	"12"	"Aug., 2019"	"2019/08"	440	Not Applicable	Not Applicable
	"Florida"	"12"	"Sep., 2019"	"2019/09"	500	Not Applicable	Not Applicable
	"Florida"	"12"	"Oct., 2019"	"2019/10"	555	Not Applicable	Not Applicable
	"Florida"	"12"	"Nov., 2019"	"2019/11"	508	Not Applicable	Not Applicable
	"Florida"	"12"	"Dec., 2019"	"2019/12"	494	Not Applicable	Not Applicable
	"Florida"	"12"	"Jan., 2020 "	"2020/01"	547	Not Applicable	Not Applicable
	"Florida"	"12"	"Feb., 2020 "	"2020/02"	537	Not Applicable	Not Applicable
	"Florida"	"12"	"Mar., 2020 "	"2020/03"	627	Not Applicable	Not Applicable
	"Florida"	"12"	"Apr., 2020 "	"2020/04"	679	Not Applicable	Not Applicable
	"Florida"	"12"	"May, 2020 "	"2020/05"	782	Not Applicable	Not Applicable
	"Florida"	"12"	"Jun., 2020 "	"2020/06"	674	Not Applicable	Not Applicable
	"Florida"	"12"	"Jul., 2020 "	"2020/07"	690	Not Applicable	Not Applicable
	"Florida"	"12"	"Aug., 2020 "	"2020/08"	661	Not Applicable	Not Applicable
	"Florida"	"12"	"Sep., 2020 "	"2020/09"	654	Not Applicable	Not Applicable
	"Florida"	"12"	"Oct., 2020 "	"2020/10"	575	Not Applicable	Not Applicable
	"Florida"	"12"	"Nov., 2020 "	"2020/11"	585	Not Applicable	Not Applicable
	"Florida"	"12"	"Dec., 2020 "	"2020/12"	545	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2015"	"2015/01"	125	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2015"	"2015/02"	128	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2015"	"2015/03"	130	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2015"	"2015/04"	107	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2015"	"2015/05"	129	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2015"	"2015/06"	116	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2015"	"2015/07"	127	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2015"	"2015/08"	103	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2015"	"2015/09"	91	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2015"	"2015/10"	121	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2015"	"2015/11"	103	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2015"	"2015/12"	97	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2016"	"2016/01"	113	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2016"	"2016/02"	104	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2016"	"2016/03"	132	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2016"	"2016/04"	122	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2016"	"2016/05"	109	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2016"	"2016/06"	130	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2016"	"2016/07"	119	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2016"	"2016/08"	120	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2016"	"2016/09"	106	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2016"	"2016/10"	128	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2016"	"2016/11"	153	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2016"	"2016/12"	132	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2017"	"2017/01"	147	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2017"	"2017/02"	131	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2017"	"2017/03"	144	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2017"	"2017/04"	161	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2017"	"2017/05"	132	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2017"	"2017/06"	135	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2017"	"2017/07"	127	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2017"	"2017/08"	119	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2017"	"2017/09"	108	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2017"	"2017/10"	165	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2017"	"2017/11"	140	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2017"	"2017/12"	145	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2018"	"2018/01"	111	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2018"	"2018/02"	108	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2018"	"2018/03"	167	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2018"	"2018/04"	123	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2018"	"2018/05"	129	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2018"	"2018/06"	131	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2018"	"2018/07"	143	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2018"	"2018/08"	128	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2018"	"2018/09"	130	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2018"	"2018/10"	115	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2018"	"2018/11"	121	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2018"	"2018/12"	129	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2019"	"2019/01"	135	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2019"	"2019/02"	109	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2019"	"2019/03"	146	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2019"	"2019/04"	135	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2019"	"2019/05"	134	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2019"	"2019/06"	114	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2019"	"2019/07"	122	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2019"	"2019/08"	146	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2019"	"2019/09"	120	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2019"	"2019/10"	108	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2019"	"2019/11"	120	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2019"	"2019/12"	123	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2020 "	"2020/01"	129	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2020 "	"2020/02"	151	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2020 "	"2020/03"	168	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2020 "	"2020/04"	197	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2020 "	"2020/05"	185	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2020 "	"2020/06"	187	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2020 "	"2020/07"	204	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2020 "	"2020/08"	175	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2020 "	"2020/09"	145	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2020 "	"2020/10"	160	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2020 "	"2020/11"	157	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2020 "	"2020/12"	176	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2015"	"2015/01"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2015"	"2015/02"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2015"	"2015/03"	18	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2015"	"2015/04"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2015"	"2015/05"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2015"	"2015/07"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2015"	"2015/08"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2015"	"2015/09"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2015"	"2015/10"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2015"	"2015/12"	18	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2016"	"2016/01"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2016"	"2016/02"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2016"	"2016/03"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2016"	"2016/04"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2016"	"2016/05"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2016"	"2016/06"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2016"	"2016/07"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2016"	"2016/08"	27	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2016"	"2016/10"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2016"	"2016/11"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2016"	"2016/12"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2017"	"2017/01"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2017"	"2017/02"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2017"	"2017/03"	14	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2017"	"2017/04"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2017"	"2017/05"	28	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2017"	"2017/06"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2017"	"2017/07"	24	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2017"	"2017/08"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2017"	"2017/09"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2017"	"2017/10"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2017"	"2017/11"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2017"	"2017/12"	26	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2018"	"2018/02"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2018"	"2018/03"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2018"	"2018/04"	24	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2018"	"2018/06"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2018"	"2018/07"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2018"	"2018/08"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2018"	"2018/09"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2018"	"2018/12"	18	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2019"	"2019/01"	30	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2019"	"2019/02"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2019"	"2019/03"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2019"	"2019/04"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2019"	"2019/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2019"	"2019/06"	22	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2019"	"2019/07"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2019"	"2019/08"	27	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2019"	"2019/09"	21	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2019"	"2019/10"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2019"	"2019/11"	19	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2019"	"2019/12"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2020 "	"2020/01"	17	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2020 "	"2020/02"	16	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2020 "	"2020/03"	28	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2020 "	"2020/04"	24	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2020 "	"2020/05"	30	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2020 "	"2020/06"	28	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2020 "	"2020/07"	28	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2020 "	"2020/08"	20	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2020 "	"2020/09"	31	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2020 "	"2020/10"	27	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2020 "	"2020/11"	24	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2020 "	"2020/12"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2015"	"2015/01"	24	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2015"	"2015/02"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2015"	"2015/03"	27	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2015"	"2015/04"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2015"	"2015/05"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2015"	"2015/06"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2015"	"2015/07"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2015"	"2015/08"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2015"	"2015/09"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2015"	"2015/10"	16	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2015"	"2015/11"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2015"	"2015/12"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2016"	"2016/01"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2016"	"2016/02"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2016"	"2016/03"	29	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2016"	"2016/04"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2016"	"2016/05"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2016"	"2016/06"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2016"	"2016/07"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2016"	"2016/08"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2016"	"2016/09"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2016"	"2016/10"	33	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2016"	"2016/11"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2016"	"2016/12"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2017"	"2017/01"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2017"	"2017/02"	24	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2017"	"2017/03"	24	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2017"	"2017/04"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2017"	"2017/05"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2017"	"2017/06"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2017"	"2017/07"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2017"	"2017/08"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2017"	"2017/09"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2017"	"2017/10"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2017"	"2017/11"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2017"	"2017/12"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2018"	"2018/02"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2018"	"2018/03"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2018"	"2018/04"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2018"	"2018/05"	24	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2018"	"2018/06"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2018"	"2018/07"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2018"	"2018/08"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2018"	"2018/09"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2018"	"2018/10"	16	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2018"	"2018/11"	16	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2018"	"2018/12"	24	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2019"	"2019/01"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2019"	"2019/02"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2019"	"2019/03"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2019"	"2019/04"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2019"	"2019/05"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2019"	"2019/06"	31	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2019"	"2019/07"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2019"	"2019/08"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2019"	"2019/09"	23	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2019"	"2019/10"	29	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2019"	"2019/11"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2019"	"2019/12"	25	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2020 "	"2020/01"	21	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2020 "	"2020/02"	28	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2020 "	"2020/03"	26	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2020 "	"2020/04"	20	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2020 "	"2020/05"	31	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2020 "	"2020/06"	27	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2020 "	"2020/07"	30	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2020 "	"2020/08"	22	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2020 "	"2020/09"	27	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2020 "	"2020/10"	27	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2020 "	"2020/11"	27	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2020 "	"2020/12"	28	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2015"	"2015/01"	142	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2015"	"2015/02"	134	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2015"	"2015/03"	167	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2015"	"2015/04"	166	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2015"	"2015/05"	189	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2015"	"2015/06"	139	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2015"	"2015/07"	159	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2015"	"2015/08"	166	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2015"	"2015/09"	167	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2015"	"2015/10"	207	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2015"	"2015/11"	158	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2015"	"2015/12"	181	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2016"	"2016/01"	164	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2016"	"2016/02"	207	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2016"	"2016/03"	239	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2016"	"2016/04"	238	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2016"	"2016/05"	227	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2016"	"2016/06"	219	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2016"	"2016/07"	224	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2016"	"2016/08"	187	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2016"	"2016/09"	212	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2016"	"2016/10"	193	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2016"	"2016/11"	200	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2016"	"2016/12"	260	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2017"	"2017/01"	262	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2017"	"2017/02"	244	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2017"	"2017/03"	232	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2017"	"2017/04"	211	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2017"	"2017/05"	203	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2017"	"2017/06"	219	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2017"	"2017/07"	240	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2017"	"2017/08"	263	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2017"	"2017/09"	311	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2017"	"2017/10"	257	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2017"	"2017/11"	263	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2017"	"2017/12"	252	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2018"	"2018/01"	265	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2018"	"2018/02"	219	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2018"	"2018/03"	251	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2018"	"2018/04"	254	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2018"	"2018/05"	245	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2018"	"2018/06"	230	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2018"	"2018/07"	264	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2018"	"2018/08"	217	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2018"	"2018/09"	235	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2018"	"2018/10"	256	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2018"	"2018/11"	207	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2018"	"2018/12"	258	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2019"	"2019/01"	210	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2019"	"2019/02"	187	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2019"	"2019/03"	222	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2019"	"2019/04"	213	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2019"	"2019/05"	283	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2019"	"2019/06"	239	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2019"	"2019/07"	253	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2019"	"2019/08"	276	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2019"	"2019/09"	273	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2019"	"2019/10"	246	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2019"	"2019/11"	271	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2019"	"2019/12"	301	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2020 "	"2020/01"	278	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2020 "	"2020/02"	290	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2020 "	"2020/03"	311	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2020 "	"2020/04"	359	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2020 "	"2020/05"	428	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2020 "	"2020/06"	320	Not Applicable	Not Applicable
