"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
"Total"	"Kentucky"	"21"			1327	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2021 (provisional)"	"2021/01"	119	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2021 (provisional)"	"2021/02"	111	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2021 (provisional)"	"2021/03"	130	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2021 (provisional)"	"2021/04"	113	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2021 (provisional)"	"2021/05"	99	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2021 (provisional)"	"2021/06"	118	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2021 (provisional)"	"2021/07"	132	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2021 (provisional)"	"2021/08"	114	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2021 (provisional)"	"2021/09"	19	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"			955	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2021 (provisional)"	"2021/01"	50	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2021 (provisional)"	"2021/02"	36	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2021 (provisional)"	"2021/03"	55	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2021 (provisional)"	"2021/04"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2021 (provisional)"	"2021/05"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2021 (provisional)"	"2021/06"	44	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2021 (provisional)"	"2021/07"	37	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2021 (provisional)"	"2021/08"	37	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2021 (provisional)"	"2021/09"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Maine"	"23"			354	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2021 (provisional)"	"2021/01"	234	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2021 (provisional)"	"2021/02"	193	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2021 (provisional)"	"2021/03"	222	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2021 (provisional)"	"2021/04"	226	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2021 (provisional)"	"2021/05"	219	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2021 (provisional)"	"2021/06"	224	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2021 (provisional)"	"2021/07"	230	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2021 (provisional)"	"2021/08"	178	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2021 (provisional)"	"2021/09"	27	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Maryland"	"24"			1753	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2021 (provisional)"	"2021/01"	185	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2021 (provisional)"	"2021/02"	166	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2021 (provisional)"	"2021/03"	216	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2021 (provisional)"	"2021/04"	202	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2021 (provisional)"	"2021/05"	178	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2021 (provisional)"	"2021/06"	182	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2021 (provisional)"	"2021/07"	188	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2021 (provisional)"	"2021/08"	205	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2021 (provisional)"	"2021/09"	35	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"			1557	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jan., 2021 (provisional)"	"2021/01"	194	Not Applicable	Not Applicable
	"Michigan"	"26"	"Feb., 2021 (provisional)"	"2021/02"	172	Not Applicable	Not Applicable
	"Michigan"	"26"	"Mar., 2021 (provisional)"	"2021/03"	243	Not Applicable	Not Applicable
	"Michigan"	"26"	"Apr., 2021 (provisional)"	"2021/04"	256	Not Applicable	Not Applicable
	"Michigan"	"26"	"May, 2021 (provisional)"	"2021/05"	230	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jun., 2021 (provisional)"	"2021/06"	189	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jul., 2021 (provisional)"	"2021/07"	192	Not Applicable	Not Applicable
	"Michigan"	"26"	"Aug., 2021 (provisional)"	"2021/08"	190	Not Applicable	Not Applicable
	"Michigan"	"26"	"Sep., 2021 (provisional)"	"2021/09"	22	Not Applicable	Not Applicable
	"Michigan"	"26"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Michigan"	"26"			1688	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2021 (provisional)"	"2021/01"	81	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2021 (provisional)"	"2021/02"	73	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2021 (provisional)"	"2021/03"	97	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2021 (provisional)"	"2021/04"	85	Not Applicable	Not Applicable
	"Minnesota"	"27"	"May, 2021 (provisional)"	"2021/05"	82	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jun., 2021 (provisional)"	"2021/06"	64	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jul., 2021 (provisional)"	"2021/07"	89	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Aug., 2021 (provisional)"	"2021/08"	93	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Minnesota"	"27"			671	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2021 (provisional)"	"2021/01"	52	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2021 (provisional)"	"2021/02"	51	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Mar., 2021 (provisional)"	"2021/03"	56	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Apr., 2021 (provisional)"	"2021/04"	59	Not Applicable	Not Applicable
	"Mississippi"	"28"	"May, 2021 (provisional)"	"2021/05"	46	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jun., 2021 (provisional)"	"2021/06"	47	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jul., 2021 (provisional)"	"2021/07"	42	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Aug., 2021 (provisional)"	"2021/08"	33	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Mississippi"	"28"			390	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2021 (provisional)"	"2021/01"	131	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2021 (provisional)"	"2021/02"	121	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2021 (provisional)"	"2021/03"	142	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2021 (provisional)"	"2021/04"	151	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2021 (provisional)"	"2021/05"	159	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2021 (provisional)"	"2021/06"	140	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2021 (provisional)"	"2021/07"	126	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2021 (provisional)"	"2021/08"	137	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2021 (provisional)"	"2021/09"	21	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Missouri"	"29"			1128	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2021 (provisional)"	"2021/01"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2021 (provisional)"	"2021/02"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2021 (provisional)"	"2021/03"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2021 (provisional)"	"2021/04"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2021 (provisional)"	"2021/05"	13	Not Applicable	Not Applicable
	"Montana"	"30"	"Jun., 2021 (provisional)"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2021 (provisional)"	"2021/07"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Aug., 2021 (provisional)"	"2021/08"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Montana"	"30"			76	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2021 (provisional)"	"2021/01"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2021 (provisional)"	"2021/02"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2021 (provisional)"	"2021/03"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2021 (provisional)"	"2021/04"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2021 (provisional)"	"2021/05"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2021 (provisional)"	"2021/06"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2021 (provisional)"	"2021/07"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2021 (provisional)"	"2021/08"	23	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Nebraska"	"31"			93	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2021 (provisional)"	"2021/01"	54	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2021 (provisional)"	"2021/02"	62	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2021 (provisional)"	"2021/03"	50	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2021 (provisional)"	"2021/04"	60	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2021 (provisional)"	"2021/05"	49	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2021 (provisional)"	"2021/06"	57	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2021 (provisional)"	"2021/07"	57	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2021 (provisional)"	"2021/08"	49	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Nevada"	"32"			446	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2021 (provisional)"	"2021/01"	25	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2021 (provisional)"	"2021/02"	27	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2021 (provisional)"	"2021/03"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2021 (provisional)"	"2021/04"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2021 (provisional)"	"2021/05"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2021 (provisional)"	"2021/06"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2021 (provisional)"	"2021/07"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2021 (provisional)"	"2021/08"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"New Hampshire"	"33"			250	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2021 (provisional)"	"2021/01"	235	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2021 (provisional)"	"2021/02"	201	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2021 (provisional)"	"2021/03"	254	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2021 (provisional)"	"2021/04"	211	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2021 (provisional)"	"2021/05"	202	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2021 (provisional)"	"2021/06"	240	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2021 (provisional)"	"2021/07"	231	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2021 (provisional)"	"2021/08"	210	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2021 (provisional)"	"2021/09"	29	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"New Jersey"	"34"			1813	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2021 (provisional)"	"2021/01"	47	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2021 (provisional)"	"2021/02"	61	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2021 (provisional)"	"2021/03"	72	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2021 (provisional)"	"2021/04"	70	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2021 (provisional)"	"2021/05"	72	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2021 (provisional)"	"2021/06"	66	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2021 (provisional)"	"2021/07"	75	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2021 (provisional)"	"2021/08"	76	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"New Mexico"	"35"			548	Not Applicable	Not Applicable
	"New York"	"36"	"Jan., 2021 (provisional)"	"2021/01"	440	Not Applicable	Not Applicable
	"New York"	"36"	"Feb., 2021 (provisional)"	"2021/02"	344	Not Applicable	Not Applicable
	"New York"	"36"	"Mar., 2021 (provisional)"	"2021/03"	423	Not Applicable	Not Applicable
	"New York"	"36"	"Apr., 2021 (provisional)"	"2021/04"	383	Not Applicable	Not Applicable
	"New York"	"36"	"May, 2021 (provisional)"	"2021/05"	398	Not Applicable	Not Applicable
	"New York"	"36"	"Jun., 2021 (provisional)"	"2021/06"	390	Not Applicable	Not Applicable
	"New York"	"36"	"Jul., 2021 (provisional)"	"2021/07"	401	Not Applicable	Not Applicable
	"New York"	"36"	"Aug., 2021 (provisional)"	"2021/08"	414	Not Applicable	Not Applicable
	"New York"	"36"	"Sep., 2021 (provisional)"	"2021/09"	59	Not Applicable	Not Applicable
	"New York"	"36"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"New York"	"36"			3252	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Jan., 2021 (provisional)"	"2021/01"	267	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Feb., 2021 (provisional)"	"2021/02"	254	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Mar., 2021 (provisional)"	"2021/03"	300	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Apr., 2021 (provisional)"	"2021/04"	276	Not Applicable	Not Applicable
	"North Carolina"	"37"	"May, 2021 (provisional)"	"2021/05"	297	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Jun., 2021 (provisional)"	"2021/06"	260	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Jul., 2021 (provisional)"	"2021/07"	280	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Aug., 2021 (provisional)"	"2021/08"	229	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Sep., 2021 (provisional)"	"2021/09"	34	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"North Carolina"	"37"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"North Carolina"	"37"			2197	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Jan., 2021 (provisional)"	"2021/01"	11	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Feb., 2021 (provisional)"	"2021/02"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Mar., 2021 (provisional)"	"2021/03"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Apr., 2021 (provisional)"	"2021/04"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"May, 2021 (provisional)"	"2021/05"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Jun., 2021 (provisional)"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Jul., 2021 (provisional)"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Aug., 2021 (provisional)"	"2021/08"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"North Dakota"	"38"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"North Dakota"	"38"			46	Not Applicable	Not Applicable
	"Ohio"	"39"	"Jan., 2021 (provisional)"	"2021/01"	401	Not Applicable	Not Applicable
	"Ohio"	"39"	"Feb., 2021 (provisional)"	"2021/02"	328	Not Applicable	Not Applicable
	"Ohio"	"39"	"Mar., 2021 (provisional)"	"2021/03"	426	Not Applicable	Not Applicable
	"Ohio"	"39"	"Apr., 2021 (provisional)"	"2021/04"	412	Not Applicable	Not Applicable
	"Ohio"	"39"	"May, 2021 (provisional)"	"2021/05"	400	Not Applicable	Not Applicable
	"Ohio"	"39"	"Jun., 2021 (provisional)"	"2021/06"	346	Not Applicable	Not Applicable
	"Ohio"	"39"	"Jul., 2021 (provisional)"	"2021/07"	405	Not Applicable	Not Applicable
	"Ohio"	"39"	"Aug., 2021 (provisional)"	"2021/08"	377	Not Applicable	Not Applicable
	"Ohio"	"39"	"Sep., 2021 (provisional)"	"2021/09"	62	Not Applicable	Not Applicable
	"Ohio"	"39"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Ohio"	"39"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Ohio"	"39"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
