"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"Feb., 2016"	"2016/02"	69	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2016"	"2016/03"	83	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2016"	"2016/04"	85	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2016"	"2016/05"	65	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2016"	"2016/06"	85	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2016"	"2016/07"	75	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2016"	"2016/08"	74	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2016"	"2016/09"	68	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2016"	"2016/10"	87	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2016"	"2016/11"	103	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2016"	"2016/12"	82	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2017"	"2017/01"	97	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2017"	"2017/02"	90	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2017"	"2017/03"	101	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2017"	"2017/04"	105	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2017"	"2017/05"	83	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2017"	"2017/06"	80	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2017"	"2017/07"	71	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2017"	"2017/08"	71	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2017"	"2017/09"	67	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2017"	"2017/10"	99	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2017"	"2017/11"	92	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2017"	"2017/12"	99	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2018"	"2018/01"	69	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2018"	"2018/02"	64	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2018"	"2018/03"	108	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2018"	"2018/04"	78	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2018"	"2018/05"	63	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2018"	"2018/06"	74	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2018"	"2018/07"	85	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2018"	"2018/08"	71	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2018"	"2018/09"	72	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2018"	"2018/10"	68	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2018"	"2018/11"	69	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2018"	"2018/12"	80	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2019"	"2019/01"	75	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2019"	"2019/02"	66	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2019"	"2019/03"	89	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2019"	"2019/04"	77	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2019"	"2019/05"	83	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2019"	"2019/06"	65	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2019"	"2019/07"	65	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2019"	"2019/08"	79	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2019"	"2019/09"	70	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2019"	"2019/10"	72	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2019"	"2019/11"	76	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2019"	"2019/12"	84	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2020 "	"2020/01"	74	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2020 "	"2020/02"	84	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2020 "	"2020/03"	104	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2020 "	"2020/04"	136	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2020 "	"2020/05"	123	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2020 "	"2020/06"	134	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2020 "	"2020/07"	137	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2020 "	"2020/08"	128	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2020 "	"2020/09"	101	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2020 "	"2020/10"	105	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2020 "	"2020/11"	99	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2020 "	"2020/12"	117	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2015"	"2015/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2015"	"2015/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2015"	"2015/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2015"	"2015/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2015"	"2015/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2015"	"2015/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2015"	"2015/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2015"	"2015/08"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2015"	"2015/09"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2015"	"2015/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2015"	"2015/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2015"	"2015/12"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2016"	"2016/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2016"	"2016/02"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2016"	"2016/03"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2016"	"2016/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2016"	"2016/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2016"	"2016/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2016"	"2016/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2016"	"2016/12"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2017"	"2017/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2017"	"2017/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2017"	"2017/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2017"	"2017/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2017"	"2017/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2017"	"2017/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2017"	"2017/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2017"	"2017/08"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2017"	"2017/09"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2017"	"2017/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2017"	"2017/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2017"	"2017/12"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2018"	"2018/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2018"	"2018/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2018"	"2018/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2018"	"2018/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2018"	"2018/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2018"	"2018/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2018"	"2018/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2018"	"2018/08"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2018"	"2018/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2018"	"2018/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2018"	"2018/12"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2019"	"2019/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2019"	"2019/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2019"	"2019/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2019"	"2019/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2019"	"2019/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2019"	"2019/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2019"	"2019/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2019"	"2019/08"	11	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2019"	"2019/09"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2019"	"2019/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2019"	"2019/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2019"	"2019/12"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2020 "	"2020/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2020 "	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2020 "	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2020 "	"2020/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2020 "	"2020/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2020 "	"2020/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2020 "	"2020/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2020 "	"2020/08"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2020 "	"2020/09"	12	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2020 "	"2020/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2020 "	"2020/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2020 "	"2020/12"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2015"	"2015/01"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2015"	"2015/02"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2015"	"2015/03"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2015"	"2015/04"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2015"	"2015/05"	11	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2015"	"2015/06"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2015"	"2015/07"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2015"	"2015/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2015"	"2015/09"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2015"	"2015/10"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2015"	"2015/11"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2015"	"2015/12"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2016"	"2016/02"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2016"	"2016/03"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2016"	"2016/04"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2016"	"2016/06"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2016"	"2016/07"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2016"	"2016/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2016"	"2016/09"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2016"	"2016/10"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2016"	"2016/11"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2016"	"2016/12"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2017"	"2017/01"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2017"	"2017/02"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2017"	"2017/03"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2017"	"2017/04"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2017"	"2017/05"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2017"	"2017/06"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2017"	"2017/07"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2017"	"2017/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2017"	"2017/09"	19	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2017"	"2017/10"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2017"	"2017/11"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2017"	"2017/12"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2018"	"2018/01"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2018"	"2018/02"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2018"	"2018/06"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2018"	"2018/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2018"	"2018/09"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2018"	"2018/10"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2019"	"2019/01"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2019"	"2019/02"	15	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2019"	"2019/03"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2019"	"2019/04"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2019"	"2019/05"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2019"	"2019/06"	16	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2019"	"2019/07"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2019"	"2019/08"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2019"	"2019/09"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2019"	"2019/10"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2019"	"2019/11"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2019"	"2019/12"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2020 "	"2020/01"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2020 "	"2020/02"	12	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2020 "	"2020/03"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2020 "	"2020/04"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2020 "	"2020/05"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2020 "	"2020/06"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2020 "	"2020/07"	18	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2020 "	"2020/08"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2020 "	"2020/09"	13	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2020 "	"2020/10"	17	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2020 "	"2020/11"	14	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2020 "	"2020/12"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2015"	"2015/01"	90	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2015"	"2015/02"	108	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2015"	"2015/03"	126	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2015"	"2015/04"	127	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2015"	"2015/05"	122	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2015"	"2015/06"	95	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2015"	"2015/07"	113	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2015"	"2015/08"	117	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2015"	"2015/09"	130	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2015"	"2015/10"	156	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2015"	"2015/11"	127	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2015"	"2015/12"	129	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2016"	"2016/01"	125	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2016"	"2016/02"	159	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2016"	"2016/03"	174	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2016"	"2016/04"	199	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2016"	"2016/05"	187	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2016"	"2016/06"	172	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2016"	"2016/07"	168	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2016"	"2016/08"	141	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2016"	"2016/09"	174	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2016"	"2016/10"	145	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2016"	"2016/11"	161	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2016"	"2016/12"	203	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2017"	"2017/01"	202	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2017"	"2017/02"	191	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2017"	"2017/03"	175	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2017"	"2017/04"	162	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2017"	"2017/05"	146	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2017"	"2017/06"	159	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2017"	"2017/07"	173	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2017"	"2017/08"	198	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2017"	"2017/09"	239	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2017"	"2017/10"	209	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2017"	"2017/11"	209	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2017"	"2017/12"	187	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2018"	"2018/01"	191	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2018"	"2018/02"	169	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2018"	"2018/03"	202	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2018"	"2018/04"	184	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2018"	"2018/05"	182	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2018"	"2018/06"	166	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2018"	"2018/07"	207	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2018"	"2018/08"	157	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2018"	"2018/09"	181	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2018"	"2018/10"	199	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2018"	"2018/11"	173	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2018"	"2018/12"	202	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2019"	"2019/01"	149	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2019"	"2019/02"	140	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2019"	"2019/03"	167	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2019"	"2019/04"	161	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2019"	"2019/05"	225	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2019"	"2019/06"	178	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2019"	"2019/07"	187	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2019"	"2019/08"	212	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2019"	"2019/09"	210	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2019"	"2019/10"	196	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2019"	"2019/11"	213	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2019"	"2019/12"	241	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2020 "	"2020/01"	225	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2020 "	"2020/02"	231	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2020 "	"2020/03"	245	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2020 "	"2020/04"	287	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2020 "	"2020/05"	364	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2020 "	"2020/06"	259	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2020 "	"2020/07"	245	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2020 "	"2020/08"	256	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2020 "	"2020/09"	231	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2020 "	"2020/10"	192	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2020 "	"2020/11"	250	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2020 "	"2020/12"	228	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2015"	"2015/01"	37	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2015"	"2015/02"	35	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2015"	"2015/03"	56	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2015"	"2015/04"	54	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2015"	"2015/05"	40	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2015"	"2015/06"	42	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2015"	"2015/07"	35	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2015"	"2015/08"	45	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2015"	"2015/09"	59	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2015"	"2015/10"	62	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2015"	"2015/11"	42	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2015"	"2015/12"	55	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2016"	"2016/01"	54	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2016"	"2016/02"	56	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2016"	"2016/03"	66	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2016"	"2016/04"	74	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2016"	"2016/05"	69	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2016"	"2016/06"	63	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2016"	"2016/07"	55	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2016"	"2016/08"	83	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2016"	"2016/09"	63	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2016"	"2016/10"	63	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2016"	"2016/11"	92	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2016"	"2016/12"	89	Not Applicable	Not Applicable
